,d,k,r
1464,2600000,34000000,12.076923076923077
1465,2600000,35000000,12.461538461538462
1466,2600000,36000000,12.846153846153847
1467,2600000,37000000,13.23076923076923
1468,2600000,38000000,13.615384615384615
1469,2600000,39000000,14.0
1470,2600000,40000000,14.384615384615385
1471,2600000,41000000,14.76923076923077
1472,2600000,42000000,15.153846153846153
1473,2600000,43000000,15.538461538461538
1474,2600000,44000000,15.923076923076923
1475,2600000,45000000,16.307692307692307
1476,2600000,46000000,16.692307692307693
1477,2600000,47000000,17.076923076923077
1478,2600000,48000000,17.46153846153846
1479,2600000,49000000,17.846153846153847
1480,2600000,50000000,18.23076923076923
1481,2600000,51000000,18.615384615384617
1482,2600000,52000000,19.0
1483,2600000,53000000,19.384615384615383
1484,2600000,54000000,19.76923076923077
1485,2600000,55000000,20.153846153846153
1486,2600000,56000000,20.53846153846154
1487,2600000,57000000,20.923076923076923
1488,2600000,58000000,21.307692307692307
1489,2600000,59000000,21.692307692307693
1490,2600000,60000000,22.076923076923077
1491,2600000,61000000,22.46153846153846
1492,2600000,62000000,22.846153846153847
1493,2600000,63000000,23.23076923076923
1494,2600000,64000000,23.615384615384617
1495,2600000,65000000,24.0
1496,2600000,66000000,24.384615384615383
1497,2600000,67000000,24.76923076923077
1498,2600000,68000000,25.153846153846153
1499,2600000,69000000,25.53846153846154
1500,2600000,70000000,25.923076923076923
1501,2600000,71000000,26.307692307692307
1502,2600000,72000000,26.692307692307693
1503,2600000,73000000,27.076923076923077
1504,2600000,74000000,27.46153846153846
1505,2600000,75000000,27.846153846153847
1506,2600000,76000000,28.23076923076923
1507,2600000,77000000,28.615384615384617
1508,2600000,78000000,29.0
1509,2600000,79000000,29.384615384615383
1510,2600000,80000000,29.76923076923077
1511,2600000,81000000,30.153846153846153
1512,2600000,82000000,30.53846153846154
1513,2600000,83000000,30.923076923076923
1514,2600000,84000000,31.307692307692307
1515,2600000,85000000,31.692307692307693
1516,2600000,86000000,32.07692307692308
1517,2600000,87000000,32.46153846153846
1518,2600000,88000000,32.84615384615385
1519,2600000,89000000,33.23076923076923
1520,2600000,90000000,33.61538461538461
1521,2600000,91000000,34.0
1522,2600000,92000000,34.38461538461539
1523,2600000,93000000,34.76923076923077
1524,2600000,94000000,35.15384615384615
1525,2600000,95000000,35.53846153846154
1526,2600000,96000000,35.92307692307692
1527,2600000,97000000,36.30769230769231
1528,2600000,98000000,36.69230769230769
1529,2600000,99000000,37.07692307692308
1530,2700000,10000000,2.7037037037037037
1531,2700000,11000000,3.074074074074074
1532,2700000,12000000,3.4444444444444446
1533,2700000,13000000,3.814814814814815
1534,2700000,14000000,4.185185185185185
1535,2700000,15000000,4.555555555555555
1536,2700000,16000000,4.925925925925926
1537,2700000,17000000,5.296296296296297
1538,2700000,18000000,5.666666666666667
1539,2700000,19000000,6.037037037037037
1540,2700000,20000000,6.407407407407407
1541,2700000,21000000,6.777777777777778
1542,2700000,22000000,7.148148148148148
1543,2700000,23000000,7.518518518518518
1544,2700000,24000000,7.888888888888889
1545,2700000,25000000,8.25925925925926
1546,2700000,26000000,8.62962962962963
1547,2700000,27000000,9.0
1548,2700000,28000000,9.37037037037037
1549,2700000,29000000,9.74074074074074
1550,2700000,30000000,10.11111111111111
1551,2700000,31000000,10.481481481481481
1552,2700000,32000000,10.851851851851851
1553,2700000,33000000,11.222222222222221
1554,2700000,34000000,11.592592592592593
1555,2700000,35000000,11.962962962962964
1556,2700000,36000000,12.333333333333334
1557,2700000,37000000,12.703703703703704
1558,2700000,38000000,13.074074074074074
1559,2700000,39000000,13.444444444444445
1560,2700000,40000000,13.814814814814815
1561,2700000,41000000,14.185185185185185
1562,2700000,42000000,14.555555555555555
1563,2700000,43000000,14.925925925925926
1564,2700000,44000000,15.296296296296296
1565,2700000,45000000,15.666666666666666
1566,2700000,46000000,16.037037037037038
1567,2700000,47000000,16.40740740740741
1568,2700000,48000000,16.77777777777778
1569,2700000,49000000,17.14814814814815
1570,2700000,50000000,17.51851851851852
1571,2700000,51000000,17.88888888888889
1572,2700000,52000000,18.25925925925926
1573,2700000,53000000,18.62962962962963
1574,2700000,54000000,19.0
1575,2700000,55000000,19.37037037037037
1576,2700000,56000000,19.74074074074074
1577,2700000,57000000,20.11111111111111
1578,2700000,58000000,20.48148148148148
1579,2700000,59000000,20.85185185185185
1580,2700000,60000000,21.22222222222222
1581,2700000,61000000,21.59259259259259
1582,2700000,62000000,21.962962962962962
1583,2700000,63000000,22.333333333333332
1584,2700000,64000000,22.703703703703702
1585,2700000,65000000,23.074074074074073
1586,2700000,66000000,23.444444444444443
1587,2700000,67000000,23.814814814814813
1588,2700000,68000000,24.185185185185187
1589,2700000,69000000,24.555555555555557
1590,2700000,70000000,24.925925925925927
1591,2700000,71000000,25.296296296296298
1592,2700000,72000000,25.666666666666668
1593,2700000,73000000,26.037037037037038
1594,2700000,74000000,26.40740740740741
1595,2700000,75000000,26.77777777777778
1596,2700000,76000000,27.14814814814815
1597,2700000,77000000,27.51851851851852
1598,2700000,78000000,27.88888888888889
1599,2700000,79000000,28.25925925925926
1600,2700000,80000000,28.62962962962963
1601,2700000,81000000,29.0
1602,2700000,82000000,29.37037037037037
1603,2700000,83000000,29.74074074074074
1604,2700000,84000000,30.11111111111111
1605,2700000,85000000,30.48148148148148
1606,2700000,86000000,30.85185185185185
1607,2700000,87000000,31.22222222222222
1608,2700000,88000000,31.59259259259259
1609,2700000,89000000,31.962962962962962
1610,2700000,90000000,32.333333333333336
1611,2700000,91000000,32.7037037037037
1612,2700000,92000000,33.074074074074076
1613,2700000,93000000,33.44444444444444
1614,2700000,94000000,33.81481481481482
1615,2700000,95000000,34.18518518518518
1616,2700000,96000000,34.55555555555556
1617,2700000,97000000,34.925925925925924
1618,2700000,98000000,35.2962962962963
1619,2700000,99000000,35.666666666666664
1620,2800000,10000000,2.5714285714285716
1621,2800000,11000000,2.9285714285714284
1622,2800000,12000000,3.2857142857142856
1623,2800000,13000000,3.642857142857143
1624,2800000,14000000,4.0
1625,2800000,15000000,4.357142857142857
1626,2800000,16000000,4.714285714285714
1627,2800000,17000000,5.071428571428571
1628,2800000,18000000,5.428571428571429
1629,2800000,19000000,5.785714285714286
1630,2800000,20000000,6.142857142857143
1631,2800000,21000000,6.5
1632,2800000,22000000,6.857142857142857
1633,2800000,23000000,7.214285714285714
1634,2800000,24000000,7.571428571428571
1635,2800000,25000000,7.928571428571429
1636,2800000,26000000,8.285714285714286
1637,2800000,27000000,8.642857142857142
1638,2800000,28000000,9.0
1639,2800000,29000000,9.357142857142858
1640,2800000,30000000,9.714285714285714
1641,2800000,31000000,10.071428571428571
1642,2800000,32000000,10.428571428571429
1643,2800000,33000000,10.785714285714286
1644,2800000,34000000,11.142857142857142
1645,2800000,35000000,11.5
1646,2800000,36000000,11.857142857142858
1647,2800000,37000000,12.214285714285714
1648,2800000,38000000,12.571428571428571
1649,2800000,39000000,12.928571428571429
1650,2800000,40000000,13.285714285714286
1651,2800000,41000000,13.642857142857142
1652,2800000,42000000,14.0
1653,2800000,43000000,14.357142857142858
1654,2800000,44000000,14.714285714285714
1655,2800000,45000000,15.071428571428571
1656,2800000,46000000,15.428571428571429
1657,2800000,47000000,15.785714285714286
1658,2800000,48000000,16.142857142857142
1659,2800000,49000000,16.5
1660,2800000,50000000,16.857142857142858
1661,2800000,51000000,17.214285714285715
1662,2800000,52000000,17.571428571428573
1663,2800000,53000000,17.928571428571427
1664,2800000,54000000,18.285714285714285
1665,2800000,55000000,18.642857142857142
1666,2800000,56000000,19.0
1667,2800000,57000000,19.357142857142858
1668,2800000,58000000,19.714285714285715
1669,2800000,59000000,20.071428571428573
1670,2800000,60000000,20.428571428571427
1671,2800000,61000000,20.785714285714285
1672,2800000,62000000,21.142857142857142
1673,2800000,63000000,21.5
1674,2800000,64000000,21.857142857142858
1675,2800000,65000000,22.214285714285715
1676,2800000,66000000,22.571428571428573
1677,2800000,67000000,22.928571428571427
1678,2800000,68000000,23.285714285714285
1679,2800000,69000000,23.642857142857142
1680,2800000,70000000,24.0
1681,2800000,71000000,24.357142857142858
1682,2800000,72000000,24.714285714285715
1683,2800000,73000000,25.071428571428573
1684,2800000,74000000,25.428571428571427
1685,2800000,75000000,25.785714285714285
1686,2800000,76000000,26.142857142857142
1687,2800000,77000000,26.5
1688,2800000,78000000,26.857142857142858
1689,2800000,79000000,27.214285714285715
1690,2800000,80000000,27.571428571428573
1691,2800000,81000000,27.928571428571427
1692,2800000,82000000,28.285714285714285
1693,2800000,83000000,28.642857142857142
1694,2800000,84000000,29.0
1695,2800000,85000000,29.357142857142858
1696,2800000,86000000,29.714285714285715
1697,2800000,87000000,30.071428571428573
1698,2800000,88000000,30.428571428571427
1699,2800000,89000000,30.785714285714285
1700,2800000,90000000,31.142857142857142
1701,2800000,91000000,31.5
1702,2800000,92000000,31.857142857142858
1703,2800000,93000000,32.214285714285715
1704,2800000,94000000,32.57142857142857
1705,2800000,95000000,32.92857142857143
1706,2800000,96000000,33.285714285714285
1707,2800000,97000000,33.642857142857146
1708,2800000,98000000,34.0
1709,2800000,99000000,34.357142857142854
1710,2900000,10000000,2.4482758620689653
1711,2900000,11000000,2.793103448275862
1712,2900000,12000000,3.1379310344827585
1713,2900000,13000000,3.4827586206896552
1714,2900000,14000000,3.8275862068965516
1715,2900000,15000000,4.172413793103448
1716,2900000,16000000,4.517241379310345
1717,2900000,17000000,4.862068965517241
1718,2900000,18000000,5.206896551724138
1719,2900000,19000000,5.551724137931035
1720,2900000,20000000,5.896551724137931
1721,2900000,21000000,6.241379310344827
1722,2900000,22000000,6.586206896551724
1723,2900000,23000000,6.931034482758621
1724,2900000,24000000,7.275862068965517
1725,2900000,25000000,7.620689655172414
1726,2900000,26000000,7.9655172413793105
1727,2900000,27000000,8.310344827586206
1728,2900000,28000000,8.655172413793103
1729,2900000,29000000,9.0
1730,2900000,30000000,9.344827586206897
1731,2900000,31000000,9.689655172413794
1732,2900000,32000000,10.03448275862069
1733,2900000,33000000,10.379310344827585
1734,2900000,34000000,10.724137931034482
1735,2900000,35000000,11.068965517241379
1736,2900000,36000000,11.413793103448276
1737,2900000,37000000,11.758620689655173
1738,2900000,38000000,12.10344827586207
1739,2900000,39000000,12.448275862068966
1740,2900000,40000000,12.793103448275861
1741,2900000,41000000,13.137931034482758
1742,2900000,42000000,13.482758620689655
1743,2900000,43000000,13.827586206896552
1744,2900000,44000000,14.172413793103448
1745,2900000,45000000,14.517241379310345
1746,2900000,46000000,14.862068965517242
1747,2900000,47000000,15.206896551724139
1748,2900000,48000000,15.551724137931034
1749,2900000,49000000,15.89655172413793
1750,2900000,50000000,16.24137931034483
1751,2900000,51000000,16.586206896551722
1752,2900000,52000000,16.93103448275862
1753,2900000,53000000,17.275862068965516
1754,2900000,54000000,17.620689655172413
1755,2900000,55000000,17.96551724137931
1756,2900000,56000000,18.310344827586206
1757,2900000,57000000,18.655172413793103
1758,2900000,58000000,19.0
1759,2900000,59000000,19.344827586206897
1760,2900000,60000000,19.689655172413794
1761,2900000,61000000,20.03448275862069
1762,2900000,62000000,20.379310344827587
1763,2900000,63000000,20.724137931034484
1764,2900000,64000000,21.06896551724138
1765,2900000,65000000,21.413793103448278
1766,2900000,66000000,21.75862068965517
1767,2900000,67000000,22.103448275862068
1768,2900000,68000000,22.448275862068964
1769,2900000,69000000,22.79310344827586
1770,2900000,70000000,23.137931034482758
1771,2900000,71000000,23.482758620689655
1772,2900000,72000000,23.82758620689655
1773,2900000,73000000,24.17241379310345
1774,2900000,74000000,24.517241379310345
1775,2900000,75000000,24.862068965517242
1776,2900000,76000000,25.20689655172414
1777,2900000,77000000,25.551724137931036
1778,2900000,78000000,25.896551724137932
1779,2900000,79000000,26.24137931034483
1780,2900000,80000000,26.586206896551722
1781,2900000,81000000,26.93103448275862
1782,2900000,82000000,27.275862068965516
1783,2900000,83000000,27.620689655172413
1784,2900000,84000000,27.96551724137931
1785,2900000,85000000,28.310344827586206
1786,2900000,86000000,28.655172413793103
1787,2900000,87000000,29.0
1788,2900000,88000000,29.344827586206897
1789,2900000,89000000,29.689655172413794
1790,2900000,90000000,30.03448275862069
1791,2900000,91000000,30.379310344827587
1792,2900000,92000000,30.724137931034484
1793,2900000,93000000,31.06896551724138
1794,2900000,94000000,31.413793103448278
1795,2900000,95000000,31.75862068965517
1796,2900000,96000000,32.10344827586207
1797,2900000,97000000,32.44827586206897
1798,2900000,98000000,32.793103448275865
1799,2900000,99000000,33.13793103448276
1800,3000000,10000000,2.3333333333333335
1801,3000000,11000000,2.6666666666666665
1802,3000000,12000000,3.0
1803,3000000,13000000,3.3333333333333335
1804,3000000,14000000,3.6666666666666665
1805,3000000,15000000,4.0
1806,3000000,16000000,4.333333333333333
1807,3000000,17000000,4.666666666666667
1808,3000000,18000000,5.0
1809,3000000,19000000,5.333333333333333
1810,3000000,20000000,5.666666666666667
1811,3000000,21000000,6.0
1812,3000000,22000000,6.333333333333333
1813,3000000,23000000,6.666666666666667
1814,3000000,24000000,7.0
1815,3000000,25000000,7.333333333333333
1816,3000000,26000000,7.666666666666667
1817,3000000,27000000,8.0
1818,3000000,28000000,8.333333333333334
1819,3000000,29000000,8.666666666666666
1820,3000000,30000000,9.0
1821,3000000,31000000,9.333333333333334
1822,3000000,32000000,9.666666666666666
1823,3000000,33000000,10.0
1824,3000000,34000000,10.333333333333334
1825,3000000,35000000,10.666666666666666
1826,3000000,36000000,11.0
1827,3000000,37000000,11.333333333333334
1828,3000000,38000000,11.666666666666666
1829,3000000,39000000,12.0
1830,3000000,40000000,12.333333333333334
1831,3000000,41000000,12.666666666666666
1832,3000000,42000000,13.0
1833,3000000,43000000,13.333333333333334
1834,3000000,44000000,13.666666666666666
1835,3000000,45000000,14.0
1836,3000000,46000000,14.333333333333334
1837,3000000,47000000,14.666666666666666
1838,3000000,48000000,15.0
1839,3000000,49000000,15.333333333333334
1840,3000000,50000000,15.666666666666666
1841,3000000,51000000,16.0
1842,3000000,52000000,16.333333333333332
1843,3000000,53000000,16.666666666666668
1844,3000000,54000000,17.0
1845,3000000,55000000,17.333333333333332
1846,3000000,56000000,17.666666666666668
1847,3000000,57000000,18.0
1848,3000000,58000000,18.333333333333332
1849,3000000,59000000,18.666666666666668
1850,3000000,60000000,19.0
1851,3000000,61000000,19.333333333333332
1852,3000000,62000000,19.666666666666668
1853,3000000,63000000,20.0
1854,3000000,64000000,20.333333333333332
1855,3000000,65000000,20.666666666666668
1856,3000000,66000000,21.0
1857,3000000,67000000,21.333333333333332
1858,3000000,68000000,21.666666666666668
1859,3000000,69000000,22.0
1860,3000000,70000000,22.333333333333332
1861,3000000,71000000,22.666666666666668
1862,3000000,72000000,23.0
1863,3000000,73000000,23.333333333333332
1864,3000000,74000000,23.666666666666668
1865,3000000,75000000,24.0
1866,3000000,76000000,24.333333333333332
1867,3000000,77000000,24.666666666666668
1868,3000000,78000000,25.0
1869,3000000,79000000,25.333333333333332
1870,3000000,80000000,25.666666666666668
1871,3000000,81000000,26.0
1872,3000000,82000000,26.333333333333332
1873,3000000,83000000,26.666666666666668
1874,3000000,84000000,27.0
1875,3000000,85000000,27.333333333333332
1876,3000000,86000000,27.666666666666668
1877,3000000,87000000,28.0
1878,3000000,88000000,28.333333333333332
1879,3000000,89000000,28.666666666666668
1880,3000000,90000000,29.0
1881,3000000,91000000,29.333333333333332
1882,3000000,92000000,29.666666666666668
1883,3000000,93000000,30.0
1884,3000000,94000000,30.333333333333332
1885,3000000,95000000,30.666666666666668
1886,3000000,96000000,31.0
1887,3000000,97000000,31.333333333333332
1888,3000000,98000000,31.666666666666668
1889,3000000,99000000,32.0
1890,3100000,10000000,2.225806451612903
1891,3100000,11000000,2.5483870967741935
1892,3100000,12000000,2.870967741935484
1893,3100000,13000000,3.193548387096774
1894,3100000,14000000,3.5161290322580645
1895,3100000,15000000,3.838709677419355
1896,3100000,16000000,4.161290322580645
1897,3100000,17000000,4.483870967741935
1898,3100000,18000000,4.806451612903226
1899,3100000,19000000,5.129032258064516
1900,3100000,20000000,5.451612903225806
1901,3100000,21000000,5.774193548387097
1902,3100000,22000000,6.096774193548387
1903,3100000,23000000,6.419354838709677
1904,3100000,24000000,6.741935483870968
1905,3100000,25000000,7.064516129032258
1906,3100000,26000000,7.387096774193548
1907,3100000,27000000,7.709677419354839
1908,3100000,28000000,8.03225806451613
1909,3100000,29000000,8.35483870967742
1910,3100000,30000000,8.67741935483871
1911,3100000,31000000,9.0
1912,3100000,32000000,9.32258064516129
1913,3100000,33000000,9.64516129032258
1914,3100000,34000000,9.96774193548387
1915,3100000,35000000,10.290322580645162
1916,3100000,36000000,10.612903225806452
1917,3100000,37000000,10.935483870967742
1918,3100000,38000000,11.258064516129032
1919,3100000,39000000,11.580645161290322
1920,3100000,40000000,11.903225806451612
1921,3100000,41000000,12.225806451612904
1922,3100000,42000000,12.548387096774194
1923,3100000,43000000,12.870967741935484
1924,3100000,44000000,13.193548387096774
1925,3100000,45000000,13.516129032258064
1926,3100000,46000000,13.838709677419354
1927,3100000,47000000,14.161290322580646
1928,3100000,48000000,14.483870967741936
1929,3100000,49000000,14.806451612903226
1930,3100000,50000000,15.129032258064516
1931,3100000,51000000,15.451612903225806
1932,3100000,52000000,15.774193548387096
1933,3100000,53000000,16.096774193548388
1934,3100000,54000000,16.419354838709676
1935,3100000,55000000,16.741935483870968
1936,3100000,56000000,17.06451612903226
1937,3100000,57000000,17.387096774193548
1938,3100000,58000000,17.70967741935484
1939,3100000,59000000,18.032258064516128
1940,3100000,60000000,18.35483870967742
1941,3100000,61000000,18.677419354838708
1942,3100000,62000000,19.0
1943,3100000,63000000,19.322580645161292
1944,3100000,64000000,19.64516129032258
1945,3100000,65000000,19.967741935483872
1946,3100000,66000000,20.29032258064516
1947,3100000,67000000,20.612903225806452
1948,3100000,68000000,20.93548387096774
1949,3100000,69000000,21.258064516129032
1950,3100000,70000000,21.580645161290324
1951,3100000,71000000,21.903225806451612
1952,3100000,72000000,22.225806451612904
1953,3100000,73000000,22.548387096774192
1954,3100000,74000000,22.870967741935484
1955,3100000,75000000,23.193548387096776
1956,3100000,76000000,23.516129032258064
1957,3100000,77000000,23.838709677419356
1958,3100000,78000000,24.161290322580644
1959,3100000,79000000,24.483870967741936
1960,3100000,80000000,24.806451612903224
1961,3100000,81000000,25.129032258064516
1962,3100000,82000000,25.451612903225808
1963,3100000,83000000,25.774193548387096
1964,3100000,84000000,26.096774193548388
1965,3100000,85000000,26.419354838709676
1966,3100000,86000000,26.741935483870968
1967,3100000,87000000,27.06451612903226
1968,3100000,88000000,27.387096774193548
1969,3100000,89000000,27.70967741935484
1970,3100000,90000000,28.032258064516128
1971,3100000,91000000,28.35483870967742
1972,3100000,92000000,28.677419354838708
1973,3100000,93000000,29.0
1974,3100000,94000000,29.322580645161292
1975,3100000,95000000,29.64516129032258
1976,3100000,96000000,29.967741935483872
1977,3100000,97000000,30.29032258064516
1978,3100000,98000000,30.612903225806452
1979,3100000,99000000,30.93548387096774
1980,3200000,10000000,2.125
1981,3200000,11000000,2.4375
1982,3200000,12000000,2.75
1983,3200000,13000000,3.0625
1984,3200000,14000000,3.375
1985,3200000,15000000,3.6875
1986,3200000,16000000,4.0
1987,3200000,17000000,4.3125
1988,3200000,18000000,4.625
1989,3200000,19000000,4.9375
1990,3200000,20000000,5.25
1991,3200000,21000000,5.5625
1992,3200000,22000000,5.875
1993,3200000,23000000,6.1875
1994,3200000,24000000,6.5
1995,3200000,25000000,6.8125
1996,3200000,26000000,7.125
1997,3200000,27000000,7.4375
1998,3200000,28000000,7.75
1999,3200000,29000000,8.0625
2000,3200000,30000000,8.375
2001,3200000,31000000,8.6875
2002,3200000,32000000,9.0
2003,3200000,33000000,9.3125
2004,3200000,34000000,9.625
2005,3200000,35000000,9.9375
2006,3200000,36000000,10.25
2007,3200000,37000000,10.5625
2008,3200000,38000000,10.875
2009,3200000,39000000,11.1875
2010,3200000,40000000,11.5
2011,3200000,41000000,11.8125
2012,3200000,42000000,12.125
2013,3200000,43000000,12.4375
2014,3200000,44000000,12.75
2015,3200000,45000000,13.0625
2016,3200000,46000000,13.375
2017,3200000,47000000,13.6875
2018,3200000,48000000,14.0
2019,3200000,49000000,14.3125
2020,3200000,50000000,14.625
2021,3200000,51000000,14.9375
2022,3200000,52000000,15.25
2023,3200000,53000000,15.5625
2024,3200000,54000000,15.875
2025,3200000,55000000,16.1875
2026,3200000,56000000,16.5
2027,3200000,57000000,16.8125
2028,3200000,58000000,17.125
2029,3200000,59000000,17.4375
2030,3200000,60000000,17.75
2031,3200000,61000000,18.0625
2032,3200000,62000000,18.375
2033,3200000,63000000,18.6875
2034,3200000,64000000,19.0
2035,3200000,65000000,19.3125
2036,3200000,66000000,19.625
2037,3200000,67000000,19.9375
2038,3200000,68000000,20.25
2039,3200000,69000000,20.5625
2040,3200000,70000000,20.875
2041,3200000,71000000,21.1875
2042,3200000,72000000,21.5
2043,3200000,73000000,21.8125
2044,3200000,74000000,22.125
2045,3200000,75000000,22.4375
2046,3200000,76000000,22.75
2047,3200000,77000000,23.0625
2048,3200000,78000000,23.375
2049,3200000,79000000,23.6875
2050,3200000,80000000,24.0
2051,3200000,81000000,24.3125
2052,3200000,82000000,24.625
2053,3200000,83000000,24.9375
2054,3200000,84000000,25.25
2055,3200000,85000000,25.5625
2056,3200000,86000000,25.875
2057,3200000,87000000,26.1875
2058,3200000,88000000,26.5
2059,3200000,89000000,26.8125
2060,3200000,90000000,27.125
2061,3200000,91000000,27.4375
2062,3200000,92000000,27.75
2063,3200000,93000000,28.0625
2064,3200000,94000000,28.375
2065,3200000,95000000,28.6875
2066,3200000,96000000,29.0
2067,3200000,97000000,29.3125
2068,3200000,98000000,29.625
2069,3200000,99000000,29.9375
2070,3300000,10000000,2.0303030303030303
2071,3300000,11000000,2.3333333333333335
2072,3300000,12000000,2.6363636363636362
2073,3300000,13000000,2.9393939393939394
2074,3300000,14000000,3.242424242424242
2075,3300000,15000000,3.5454545454545454
2076,3300000,16000000,3.8484848484848486
2077,3300000,17000000,4.151515151515151
2078,3300000,18000000,4.454545454545454
2079,3300000,19000000,4.757575757575758
2080,3300000,20000000,5.0606060606060606
2081,3300000,21000000,5.363636363636363
2082,3300000,22000000,5.666666666666667
2083,3300000,23000000,5.96969696969697
2084,3300000,24000000,6.2727272727272725
2085,3300000,25000000,6.575757575757576
2086,3300000,26000000,6.878787878787879
2087,3300000,27000000,7.181818181818182
2088,3300000,28000000,7.484848484848484
2089,3300000,29000000,7.787878787878788
2090,3300000,30000000,8.090909090909092
2091,3300000,31000000,8.393939393939394
2092,3300000,32000000,8.696969696969697
2093,3300000,33000000,9.0
2094,3300000,34000000,9.303030303030303
2095,3300000,35000000,9.606060606060606
2096,3300000,36000000,9.909090909090908
2097,3300000,37000000,10.212121212121213
2098,3300000,38000000,10.515151515151516
2099,3300000,39000000,10.818181818181818
2100,3300000,40000000,11.121212121212121
2101,3300000,41000000,11.424242424242424
2102,3300000,42000000,11.727272727272727
2103,3300000,43000000,12.030303030303031
2104,3300000,44000000,12.333333333333334
2105,3300000,45000000,12.636363636363637
2106,3300000,46000000,12.93939393939394
2107,3300000,47000000,13.242424242424242
2108,3300000,48000000,13.545454545454545
2109,3300000,49000000,13.848484848484848
2110,3300000,50000000,14.151515151515152
2111,3300000,51000000,14.454545454545455
2112,3300000,52000000,14.757575757575758
2113,3300000,53000000,15.06060606060606
2114,3300000,54000000,15.363636363636363
2115,3300000,55000000,15.666666666666666
2116,3300000,56000000,15.969696969696969
2117,3300000,57000000,16.272727272727273
2118,3300000,58000000,16.575757575757574
2119,3300000,59000000,16.87878787878788
2120,3300000,60000000,17.181818181818183
2121,3300000,61000000,17.484848484848484
2122,3300000,62000000,17.78787878787879
2123,3300000,63000000,18.09090909090909
2124,3300000,64000000,18.393939393939394
2125,3300000,65000000,18.696969696969695
2126,3300000,66000000,19.0
2127,3300000,67000000,19.303030303030305
2128,3300000,68000000,19.606060606060606
2129,3300000,69000000,19.90909090909091
2130,3300000,70000000,20.21212121212121
2131,3300000,71000000,20.515151515151516
2132,3300000,72000000,20.818181818181817
2133,3300000,73000000,21.12121212121212
2134,3300000,74000000,21.424242424242426
2135,3300000,75000000,21.727272727272727
2136,3300000,76000000,22.03030303030303
2137,3300000,77000000,22.333333333333332
2138,3300000,78000000,22.636363636363637
2139,3300000,79000000,22.939393939393938
2140,3300000,80000000,23.242424242424242
2141,3300000,81000000,23.545454545454547
2142,3300000,82000000,23.848484848484848
2143,3300000,83000000,24.151515151515152
2144,3300000,84000000,24.454545454545453
2145,3300000,85000000,24.757575757575758
2146,3300000,86000000,25.060606060606062
2147,3300000,87000000,25.363636363636363
2148,3300000,88000000,25.666666666666668
2149,3300000,89000000,25.96969696969697
2150,3300000,90000000,26.272727272727273
2151,3300000,91000000,26.575757575757574
2152,3300000,92000000,26.87878787878788
2153,3300000,93000000,27.181818181818183
2154,3300000,94000000,27.484848484848484
2155,3300000,95000000,27.78787878787879
2156,3300000,96000000,28.09090909090909
2157,3300000,97000000,28.393939393939394
2158,3300000,98000000,28.696969696969695
2159,3300000,99000000,29.0
2160,3400000,10000000,1.9411764705882353
2161,3400000,11000000,2.235294117647059
2162,3400000,12000000,2.5294117647058822
2163,3400000,13000000,2.823529411764706
2164,3400000,14000000,3.1176470588235294
2165,3400000,15000000,3.411764705882353
2166,3400000,16000000,3.7058823529411766
2167,3400000,17000000,4.0
2168,3400000,18000000,4.294117647058823
2169,3400000,19000000,4.588235294117647
2170,3400000,20000000,4.882352941176471
2171,3400000,21000000,5.176470588235294
2172,3400000,22000000,5.470588235294118
2173,3400000,23000000,5.764705882352941
2174,3400000,24000000,6.0588235294117645
2175,3400000,25000000,6.352941176470588
2176,3400000,26000000,6.647058823529412
2177,3400000,27000000,6.9411764705882355
2178,3400000,28000000,7.235294117647059
2179,3400000,29000000,7.529411764705882
2180,3400000,30000000,7.823529411764706
2181,3400000,31000000,8.117647058823529
2182,3400000,32000000,8.411764705882353
2183,3400000,33000000,8.705882352941176
2184,3400000,34000000,9.0
2185,3400000,35000000,9.294117647058824
2186,3400000,36000000,9.588235294117647
2187,3400000,37000000,9.882352941176471
2188,3400000,38000000,10.176470588235293
2189,3400000,39000000,10.470588235294118
2190,3400000,40000000,10.764705882352942
2191,3400000,41000000,11.058823529411764
2192,3400000,42000000,11.352941176470589
2193,3400000,43000000,11.647058823529411
2194,3400000,44000000,11.941176470588236
2195,3400000,45000000,12.235294117647058
2196,3400000,46000000,12.529411764705882
2197,3400000,47000000,12.823529411764707
2198,3400000,48000000,13.117647058823529
2199,3400000,49000000,13.411764705882353
2200,3400000,50000000,13.705882352941176
2201,3400000,51000000,14.0
2202,3400000,52000000,14.294117647058824
2203,3400000,53000000,14.588235294117647
2204,3400000,54000000,14.882352941176471
2205,3400000,55000000,15.176470588235293
2206,3400000,56000000,15.470588235294118
2207,3400000,57000000,15.764705882352942
2208,3400000,58000000,16.058823529411764
2209,3400000,59000000,16.352941176470587
2210,3400000,60000000,16.647058823529413
2211,3400000,61000000,16.941176470588236
2212,3400000,62000000,17.235294117647058
2213,3400000,63000000,17.529411764705884
2214,3400000,64000000,17.823529411764707
2215,3400000,65000000,18.11764705882353
2216,3400000,66000000,18.41176470588235
2217,3400000,67000000,18.705882352941178
2218,3400000,68000000,19.0
2219,3400000,69000000,19.294117647058822
2220,3400000,70000000,19.58823529411765
2221,3400000,71000000,19.88235294117647
2222,3400000,72000000,20.176470588235293
2223,3400000,73000000,20.470588235294116
2224,3400000,74000000,20.764705882352942
2225,3400000,75000000,21.058823529411764
2226,3400000,76000000,21.352941176470587
2227,3400000,77000000,21.647058823529413
