,name,rate,depth,volume,comment,percentage,time,id
6434,PYTH,2.528138,4713524.34837,16629965.793339,~::[.]-|=@#,720908.0,2024-03-11 18:45:10,16459
6435,STRK,1.977255,8282935.29616,24660408.570006,__~[.]_|*~:,380809.0,2024-03-11 18:45:10,16460
6436,INJ,1.508908,6116063.005912,15344641.386,__~[.]_|*~:,570039.0,2024-03-11 18:45:10,16461
6437,BONK,1.495454,8575218.382975,21399060.897885,__~[.]_|*~:,629946.0,2024-03-11 18:45:10,16462
6438,BCH,-0.575574,44041052.1544,18692181.74238,.~[.]^|=!^-,930096.0,2024-03-11 18:45:10,16463
6439,FDUSD,51.744831,11870636.5137,626114718.52518,@!#[.]?|=._,337858.0,2024-03-11 19:16:03,16464
6440,RUNE,24.501045,1441312.2595,36754969.3419,@!#[.]?|=._,502176.0,2024-03-11 19:16:03,16465
6441,DREP,18.651017,1020807.1522,20059899.04233,@!#[.]?|=._,582016.0,2024-03-11 19:16:03,16466
6442,SOL,17.023707,9929580.8656,178967860.98756,@!#[.]?|=._,475447.0,2024-03-11 19:16:03,16467
6443,POWR,16.000953,1914047.8091,32540636.30694,@!#[.]?|=._,597508.0,2024-03-11 19:16:03,16468
6444,XAI,15.543256,1517263.99488,25100487.161073,@!#[.]?|=._,561240.0,2024-03-11 19:16:03,16469
6445,LTC,14.88411,2494286.0926,39619515.49614,@!#[.]?|=._,382530.0,2024-03-11 19:16:03,16470
6446,BNX,14.177431,1182531.97721,17947797.018879,@!#[.]?|=._,512234.0,2024-03-11 19:16:03,16471
6447,AVAX,13.585992,5819014.0027,84876092.39835,@!#[.]?|=._,480574.0,2024-03-11 19:16:03,16472
6448,ZRX,13.182068,1175818.6263,16675539.33543,@!#[.]?|=._,645415.0,2024-03-11 19:16:03,16473
6449,ACE,12.759572,1235208.94852,16995946.288854,@!#[.]?|=._,478213.0,2024-03-11 19:16:03,16474
6450,MATIC,11.658491,2150568.54541,27222952.086444,@!#[.]?|=._,418041.0,2024-03-11 19:16:03,16475
6451,DOT,10.780815,2123114.21723,25012015.02444,@!#[.]?|=._,489227.0,2024-03-11 19:16:03,16476
6452,PDA,10.073809,1788957.40463,19810572.099819,@!#[.]?|=._,445881.0,2024-03-11 19:16:03,16477
6453,FTM,9.989276,1946435.5795,21389917.89897,!~:[.]^|~!^,528031.0,2024-03-11 19:16:03,16478
6454,FIL,9.879447,2666346.07413,29008371.664836,!~:[.]^|~!^,526872.0,2024-03-11 19:16:03,16479
6455,NEAR,9.759312,4675019.6395,50299993.84344,!~:[.]^|~!^,519565.0,2024-03-11 19:16:03,16480
6456,LRC,7.532017,1398798.7227,11934574.31709,''~[.]^|!~^,483944.0,2024-03-11 19:16:03,16481
6457,SUI,6.692693,1376552.55539,10589396.59302,!*!*[.]-|:~,339215.0,2024-03-11 19:16:03,16482
6458,ORN,5.403562,1788375.57301,11451973.091493,~*![.]?|--*,661752.0,2024-03-11 19:16:03,16483
6459,ADA,5.343387,3803713.26694,24128425.810458,~*![.]?|--*,450414.0,2024-03-11 19:16:03,16484
6460,SHIB,3.757106,20837577.133252,99126563.095791,:*:*[.]-|~:,599385.0,2024-03-11 19:16:03,16485
6461,PYTH,2.708259,4702326.16759,17437445.413191,~::[.]-|=@#,745446.0,2024-03-11 19:16:03,16486
6462,STRK,2.063801,7945856.94743,24344521.966653,~::[.]-|=@#,363619.0,2024-03-11 19:16:03,16487
6463,THETA,1.644227,6316683.0064,16702743.37056,__~[.]_|*~:,665176.0,2024-03-11 19:16:03,16488
6464,INJ,1.425659,6042480.534112,14657000.04,__~[.]_|*~:,561109.0,2024-03-11 19:16:03,16489
6465,BONK,1.404972,7971729.769703,19171788.500466,__~[.]_|*~:,612475.0,2024-03-11 19:16:03,16490
6466,BCH,-0.613276,44122590.6753,17063277.9516,.~[.]^|=!^-,928942.0,2024-03-11 19:16:03,16491
6467,BTC,308.09801,3360352.02787,1038678124.089286,@!#[.]?|=._,403743.0,2024-03-11 20:17:45,16492
6468,RUNE,35.046282,1079048.2797,38895678.99522,@!#[.]?|=._,412224.0,2024-03-11 20:17:45,16493
6469,POWR,19.228879,1227724.2831,24835486.50027,@!#[.]?|=._,428561.0,2024-03-11 20:17:45,16494
6470,LRC,15.734239,1023836.5306,17133124.95888,@!#[.]?|=._,390840.0,2024-03-11 20:17:45,16495
6471,SOL,13.971865,12182891.0615,182400603.24018,@!#[.]?|=._,537379.0,2024-03-11 20:17:45,16496
6472,BNX,13.8924,1331023.85113,19822140.119373,@!#[.]?|=._,543474.0,2024-03-11 20:17:45,16497
6473,AVAX,13.033245,5861086.7279,82250063.77623,@!#[.]?|=._,468932.0,2024-03-11 20:17:45,16498
6474,FIL,12.796569,2528412.97402,34883424.781716,@!#[.]?|=._,509776.0,2024-03-11 20:17:45,16499
6475,LTC,11.008651,3281438.79741,39405652.637586,@!#[.]?|=._,555706.0,2024-03-11 20:17:45,16500
6476,DOT,10.065427,2315151.61772,25618142.186781,@!#[.]?|=._,489890.0,2024-03-11 20:17:45,16501
6477,FTM,9.930504,2035006.627,22243648.6485,!~:[.]^|~!^,576594.0,2024-03-11 20:17:45,16502
6478,NEAR,9.568013,4357172.9335,46046660.25372,!~:[.]^|~!^,501811.0,2024-03-11 20:17:45,16503
6479,MATIC,8.631169,2710779.2931,26107972.875573,~_~^[.]^|!~,544807.0,2024-03-11 20:17:45,16504
6480,LUNC,8.005369,1187011.99371,10689481.104875,~_~^[.]^|!~,629342.0,2024-03-11 20:17:45,16505
6481,ADA,6.239847,3509693.53917,25409645.628051,!*!*[.]-|:~,450701.0,2024-03-11 20:17:45,16506
6482,PDA,6.234217,2297876.60182,16623337.456068,!*!*[.]-|:~,515164.0,2024-03-11 20:17:45,16507
6483,LUNA,6.042626,1434362.29249,10101677.675702,!*!*[.]-|:~,570263.0,2024-03-11 20:17:45,16508
6484,ORN,4.557482,2039793.7982,11336117.033184,-:-:[.]^|[],661108.0,2024-03-11 20:17:45,16509
6485,SHIB,4.246111,19442450.821033,101997258.148156,-:-:[.]^|[],566519.0,2024-03-11 20:17:45,16510
6486,PYTH,3.755609,4553282.33728,21653631.107283,:*:*[.]-|~:,727710.0,2024-03-11 20:17:45,16511
6487,STRK,1.966677,8118143.94735,24083908.81134,__~[.]_|*~:,369468.0,2024-03-11 20:17:45,16512
6488,INJ,1.556815,6008679.006912,15363082.722,__~[.]_|*~:,559798.0,2024-03-11 20:17:45,16513
6489,BONK,1.55277,7664992.803451,19566960.059992,__~[.]_|*~:,606201.0,2024-03-11 20:17:45,16514
6490,THETA,1.346546,6279834.8575,14735920.83273,__~[.]_|*~:,657765.0,2024-03-11 20:17:45,16515
6491,BCH,-0.5831,44001126.0687,18344067.84984,.~[.]^|=!^-,927533.0,2024-03-11 20:17:45,16516
6492,DOGE,29.400731,2622726.53053,79732803.031578,@!#[.]?|=._,379649.0,2024-03-11 20:48:33,16517
6493,RUNE,29.109521,1294143.4228,38966038.61814,@!#[.]?|=._,469908.0,2024-03-11 20:48:33,16518
6494,DREP,19.244589,1124285.7139,22760702.38797,@!#[.]?|=._,583121.0,2024-03-11 20:48:33,16519
6495,ARB,17.0412,1621096.34929,29246523.132741,@!#[.]?|=._,407750.0,2024-03-11 20:48:33,16520
6496,SOL,16.728454,10641182.1587,188651710.30497,@!#[.]?|=._,481846.0,2024-03-11 20:48:33,16521
6497,AVAX,13.809649,5718641.4537,84691075.3818,@!#[.]?|=._,456012.0,2024-03-11 20:48:33,16522
6498,NEAR,12.279317,3515635.5173,46685236.89153,@!#[.]?|=._,421818.0,2024-03-11 20:48:33,16523
6499,POWR,12.248639,1602111.968,21225803.63445,@!#[.]?|=._,544009.0,2024-03-11 20:48:33,16524
6500,FIL,12.108293,2635769.94938,34550444.04354,@!#[.]?|=._,531772.0,2024-03-11 20:48:33,16525
6501,DOT,8.697042,2546776.62524,24696198.899898,~_~^[.]^|!~,566405.0,2024-03-11 20:48:33,16526
6502,MATIC,8.647498,2741884.19615,26452321.56738,~_~^[.]^|!~,525786.0,2024-03-11 20:48:33,16527
6503,FTM,7.889587,2709522.313,24086533.54302,''~[.]^|!~^,605164.0,2024-03-11 20:48:33,16528
6504,RONIN,7.050259,1457159.07937,11730507.516246,''~[.]^|!~^,374778.0,2024-03-11 20:48:33,16529
6505,ADA,6.113099,3657722.66263,26017742.857386,!*!*[.]-|:~,430249.0,2024-03-11 20:48:33,16530
6506,PDA,5.567614,2162306.82892,14201197.295799,~*![.]?|--*,477677.0,2024-03-11 20:48:33,16531
6507,PYTH,4.246212,3895027.79345,20434143.111384,-:-:[.]^|[],694920.0,2024-03-11 20:48:33,16532
6508,SHIB,3.839157,21005287.268401,101647893.262552,:*:*[.]-|~:,597969.0,2024-03-11 20:48:33,16533
6509,ORN,3.207034,3232819.52102,13600580.451288,:*:*[.]-|~:,764472.0,2024-03-11 20:48:33,16534
6510,STRK,1.999898,7869727.38287,23608378.159131,__~[.]_|*~:,360550.0,2024-03-11 20:48:33,16535
6511,BONK,1.495295,7854196.259687,19598540.533835,__~[.]_|*~:,597996.0,2024-03-11 20:48:33,16536
6512,INJ,1.458605,6166743.964912,15161584.5216,__~[.]_|*~:,565918.0,2024-03-11 20:48:33,16537
6513,THETA,1.119628,6830599.6928,14478329.09889,__~[.]_|*~:,696043.0,2024-03-11 20:48:33,16538
6514,BCH,-0.591924,43837993.2391,17889227.064,.~[.]^|=!^-,924651.0,2024-03-11 20:48:33,16539
6515,BTC,323.782406,2976956.196859,966862994.795826,@!#[.]?|=._,309403.0,2024-03-11 21:19:20,16540
6516,FDUSD,42.058656,16371830.7513,704949023.02998,@!#[.]?|=._,478482.0,2024-03-11 21:19:20,16541
6517,RUNE,31.198448,1157128.1185,37257729.93828,@!#[.]?|=._,455646.0,2024-03-11 21:19:20,16542
6518,DOGE,24.994035,2850429.91063,74094174.050544,@!#[.]?|=._,392205.0,2024-03-11 21:19:20,16543
6519,SOL,21.136313,8075030.0555,178751392.26246,@!#[.]?|=._,387171.0,2024-03-11 21:19:20,16544
6520,BNX,14.895103,1299293.3876,20652402.703836,@!#[.]?|=._,640936.0,2024-03-11 21:19:20,16545
6521,XAI,14.689435,1176919.0869,18465195.298356,@!#[.]?|=._,509069.0,2024-03-11 21:19:20,16546
6522,AVAX,12.420129,5968566.6179,80098933.93692,@!#[.]?|=._,464617.0,2024-03-11 21:19:20,16547
6523,NEAR,11.162698,3291285.7982,40030915.31583,@!#[.]?|=._,402378.0,2024-03-11 21:19:20,16548
6524,DOT,11.117621,1907666.68028,23116381.484439,@!#[.]?|=._,414625.0,2024-03-11 21:19:20,16549
6525,FIL,10.64304,2892582.0586,33678449.448198,@!#[.]?|=._,590004.0,2024-03-11 21:19:20,16550
6526,FTM,9.691713,2626259.8726,28079215.75842,!~:[.]^|~!^,641661.0,2024-03-11 21:19:20,16551
6527,MATIC,8.110531,2688643.24896,24494967.166965,~_~^[.]^|!~,493466.0,2024-03-11 21:19:20,16552
6528,SEI,7.437979,1537390.11551,12972465.430353,''~[.]^|!~^,436448.0,2024-03-11 21:19:20,16553
6529,RONIN,7.22935,1601510.88168,13179394.036389,''~[.]^|!~^,411872.0,2024-03-11 21:19:20,16554
6530,PDA,7.188465,1638063.45934,13413225.717684,''~[.]^|!~^,425991.0,2024-03-11 21:19:20,16555
6531,CELO,6.289428,1962791.54605,14307628.099623,!*!*[.]-|:~,653950.0,2024-03-11 21:19:20,16556
6532,DODO,6.070665,1526740.57277,10795071.30513,!*!*[.]-|:~,591364.0,2024-03-11 21:19:20,16557
6533,ADA,5.880054,3291008.72424,22642318.838151,~*![.]?|--*,389921.0,2024-03-11 21:19:20,16558
6534,SUI,5.274767,1697564.72113,10651822.435731,~*![.]?|--*,425123.0,2024-03-11 21:19:20,16559
6535,ORN,4.761981,2940812.47605,16944905.213382,-:-:[.]^|[],733955.0,2024-03-11 21:19:20,16560
6536,MINA,4.316778,2755818.07557,14652073.216383,-:-:[.]^|[],778796.0,2024-03-11 21:19:20,16561
6537,SHIB,4.288166,17240150.830334,91168780.178782,-:-:[.]^|[],539474.0,2024-03-11 21:19:20,16562
6538,PYTH,4.220222,3636175.24937,18981640.722741,-:-:[.]^|[],670988.0,2024-03-11 21:19:20,16563
6539,STRK,1.90476,8222790.30405,23885234.866683,__~[.]_|*~:,374745.0,2024-03-11 21:19:20,16564
6540,BONK,1.560964,7264303.851798,18603621.688944,__~[.]_|*~:,574252.0,2024-03-11 21:19:20,16565
6541,INJ,1.303144,5940201.035912,13681140.6387,__~[.]_|*~:,553482.0,2024-03-11 21:19:20,16566
6542,THETA,1.155684,6793142.8875,14643871.06737,__~[.]_|*~:,697254.0,2024-03-11 21:19:20,16567
6543,BCH,-0.628978,43857615.3729,16272124.26228,.~[.]^|=!^-,926864.0,2024-03-11 21:19:20,16568
6544,DOGE,30.724635,2190118.55411,69480710.811498,@!#[.]?|=._,325930.0,2024-03-11 21:50:09,16569
6545,SOL,22.554573,7073530.9733,166613999.54286,@!#[.]?|=._,343930.0,2024-03-11 21:50:09,16570
6546,LTC,17.920981,1915837.40911,36249523.765095,@!#[.]?|=._,309511.0,2024-03-11 21:50:09,16571
6547,ORN,14.346076,1074260.78247,16485688.032828,@!#[.]?|=._,502267.0,2024-03-11 21:50:09,16572
6548,CELO,14.242604,2365421.44512,36055183.407333,@!#[.]?|=._,674906.0,2024-03-11 21:50:09,16573
6549,MINA,14.190397,1211582.28522,18404415.513822,@!#[.]?|=._,552944.0,2024-03-11 21:50:09,16574
6550,FIL,12.640096,2418724.76367,32991637.840815,@!#[.]?|=._,496838.0,2024-03-11 21:50:09,16575
6551,AVAX,12.434203,5982056.3494,80364160.12035,@!#[.]?|=._,465171.0,2024-03-11 21:50:09,16576
6552,FTM,10.487599,2613120.7809,30018482.4783,@!#[.]?|=._,630350.0,2024-03-11 21:50:09,16577
6553,DOT,10.123699,2012776.38207,22389518.905893,@!#[.]?|=._,450771.0,2024-03-11 21:50:09,16578
6554,NEAR,8.739212,3646898.1721,35517915.05652,~_~^[.]^|!~,435988.0,2024-03-11 21:50:09,16579
6555,RONIN,8.475102,1337758.74312,12675400.646775,~_~^[.]^|!~,374198.0,2024-03-11 21:50:09,16580
6556,MATIC,8.159013,2399522.60522,21977259.055959,~_~^[.]^|!~,451395.0,2024-03-11 21:50:09,16581
6557,DODO,6.599521,1431865.62226,10881493.396851,!*!*[.]-|:~,579460.0,2024-03-11 21:50:09,16582
6558,PDA,6.211303,1666298.47893,12016183.260153,!*!*[.]-|:~,416024.0,2024-03-11 21:50:09,16583
6559,SYS,5.693278,1641278.8847,10985535.12765,~*![.]?|--*,614711.0,2024-03-11 21:50:09,16584
6560,PYTH,4.248611,3423369.73119,17967935.693166,-:-:[.]^|[],643995.0,2024-03-11 21:50:09,16585
6561,SHIB,4.239315,15015012.641707,78668374.122401,-:-:[.]^|[],482961.0,2024-03-11 21:50:09,16586
6562,ADA,4.132539,3806725.66133,19538167.252602,-:-:[.]^|[],444316.0,2024-03-11 21:50:09,16587
6563,METIS,3.554661,2355901.08631,10730329.908135,:*:*[.]-|~:,671597.0,2024-03-11 21:50:09,16588
6564,STRK,2.899205,6167974.88139,24050196.883722,~::[.]-|=@#,308793.0,2024-03-11 21:50:09,16589
6565,THETA,1.441947,7258352.7172,17724516.0708,__~[.]_|*~:,727253.0,2024-03-11 21:50:09,16590
6566,BONK,1.328399,7417160.380562,17270106.075476,__~[.]_|*~:,589562.0,2024-03-11 21:50:09,16591
6567,INJ,1.12151,6040416.015912,12814805.3235,__~[.]_|*~:,559014.0,2024-03-11 21:50:09,16592
6568,BCH,-0.633774,44088279.9349,16146272.21799,.~[.]^|=!^-,929332.0,2024-03-11 21:50:09,16593
6569,FDUSD,38.773453,18368842.3138,730592279.67729,@!#[.]?|=._,422072.0,2024-03-11 22:20:56,16594
6570,CELO,35.617675,1844498.7634,67541256.001065,@!#[.]?|=._,592621.0,2024-03-11 22:20:56,16595
6571,SOL,24.51346,6321125.6058,161273783.59191,@!#[.]?|=._,310789.0,2024-03-11 22:20:56,16596
6572,FTM,23.706161,1146658.3523,28329525.67284,@!#[.]?|=._,317054.0,2024-03-11 22:20:56,16597
6573,AVAX,17.850697,4423449.517,83385107.00301,@!#[.]?|=._,359605.0,2024-03-11 22:20:56,16598
6574,FIL,15.129126,2052017.08493,33097242.678027,@!#[.]?|=._,431829.0,2024-03-11 22:20:56,16599
6575,NEAR,14.215418,2907985.7522,44246219.51196,@!#[.]?|=._,378147.0,2024-03-11 22:20:56,16600
6576,DREP,13.632034,1445936.8193,21156996.31158,@!#[.]?|=._,720192.0,2024-03-11 22:20:56,16601
6577,ORN,13.464086,1023037.56919,14797302.971307,@!#[.]?|=._,529900.0,2024-03-11 22:20:56,16602
6578,DOT,11.133693,1870802.83761,22699747.516662,@!#[.]?|=._,403510.0,2024-03-11 22:20:56,16603
6579,RONIN,9.456595,1185838.50369,12399833.169999,!~:[.]^|~!^,325334.0,2024-03-11 22:20:56,16604
6580,ALGO,7.849473,1185910.8076,10494685.79535,''~[.]^|!~^,362354.0,2024-03-11 22:20:56,16605
6581,MATIC,7.847506,2335692.33521,20665051.173714,''~[.]^|!~^,439754.0,2024-03-11 22:20:56,16606
6582,SYS,6.441691,1605946.2888,11950956.58362,!*!*[.]-|:~,593619.0,2024-03-11 22:20:56,16607
6583,PDA,5.33414,1822662.76042,11545001.00427,~*![.]?|--*,447776.0,2024-03-11 22:20:56,16608
6584,DODO,5.151087,1637440.58059,10072039.475934,~*![.]?|--*,610301.0,2024-03-11 22:20:56,16609
6585,GLMR,5.063177,1935283.82079,11733967.447482,~*![.]?|--*,726697.0,2024-03-11 22:20:56,16610
6586,PYTH,4.455701,3112469.55064,16980704.614812,-:-:[.]^|[],629451.0,2024-03-11 22:20:56,16611
6587,ADA,4.129769,3733165.9696,19150278.523833,-:-:[.]^|[],433643.0,2024-03-11 22:20:56,16612
6588,SHIB,3.667772,16747710.28019,78174484.96826,:*:*[.]-|~:,534747.0,2024-03-11 22:20:56,16613
6589,METIS,3.614042,3033681.63119,13997534.478366,:*:*[.]-|~:,745140.0,2024-03-11 22:20:56,16614
6590,THETA,2.157259,6969427.5946,22004286.71877,~::[.]-|=@#,699775.0,2024-03-11 22:20:56,16615
6591,INJ,1.795246,4564849.3598,12759875.6922,__~[.]_|*~:,454424.0,2024-03-11 22:20:56,16616
6592,BONK,1.145733,7522810.545027,16141940.09156,__~[.]_|*~:,594863.0,2024-03-11 22:20:56,16617
6593,BCH,-0.600242,43916354.3938,17555931.33057,.~[.]^|=!^-,925269.0,2024-03-11 22:20:56,16618
6594,CELO,36.74225,2063892.11456,77895931.158459,@!#[.]?|=._,672560.0,2024-03-11 22:51:43,16619
6595,DOGE,31.46124,1999321.59787,64900457.950629,@!#[.]?|=._,438377.0,2024-03-11 22:51:43,16620
6596,AVAX,29.513249,3526008.4651,107589974.89791,@!#[.]?|=._,311279.0,2024-03-11 22:51:43,16621
6597,SOL,21.676771,7059141.3266,160078533.89622,@!#[.]?|=._,361703.0,2024-03-11 22:51:43,16622
6598,FTM,19.210211,1394476.0812,28182655.89507,@!#[.]?|=._,413108.0,2024-03-11 22:51:43,16623
6599,LTC,18.176222,2288276.22829,43880492.17695,@!#[.]?|=._,466597.0,2024-03-11 22:51:43,16624
6600,NEAR,16.115836,2816858.9556,48212895.59184,@!#[.]?|=._,360995.0,2024-03-11 22:51:43,16625
6601,FIL,12.828596,2247225.56728,31075974.831225,@!#[.]?|=._,444439.0,2024-03-11 22:51:43,16626
6602,DOT,10.762726,1930314.25528,22705756.965111,@!#[.]?|=._,424562.0,2024-03-11 22:51:43,16627
6603,MINA,10.760751,1491065.10491,17536045.269327,@!#[.]?|=._,594447.0,2024-03-11 22:51:43,16628
6604,CHZ,10.508146,1144134.78284,13166870.694225,@!#[.]?|=._,503730.0,2024-03-11 22:51:43,16629
6605,GLMR,10.075475,1385349.36096,15343402.351959,@!#[.]?|=._,604570.0,2024-03-11 22:51:43,16630
6606,MATIC,6.630273,2640770.3068,20149798.133478,!*!*[.]-|:~,528824.0,2024-03-11 22:51:43,16631
6607,RONIN,6.317188,1784251.26669,13055702.524158,!*!*[.]-|:~,435597.0,2024-03-11 22:51:43,16632
6608,SYS,5.831855,1585209.893,10829923.51998,~*![.]?|--*,582499.0,2024-03-11 22:51:43,16633
6609,METIS,5.340119,2474671.58933,15689712.6006,~*![.]?|--*,601173.0,2024-03-11 22:51:43,16634
6610,PYTH,4.672396,2763893.1228,15677896.414719,-:-:[.]^|[],615287.0,2024-03-11 22:51:43,16635
6611,PDA,4.412132,2029558.1213,10984235.516748,-:-:[.]^|[],467889.0,2024-03-11 22:51:43,16636
6612,ADA,4.057467,3829223.09798,19366169.514681,-:-:[.]^|[],473409.0,2024-03-11 22:51:43,16637
6613,SHIB,3.871415,14928894.072124,72724836.958268,:*:*[.]-|~:,477792.0,2024-03-11 22:51:43,16638
6614,STRK,2.505476,7517450.98786,26352243.537198,~::[.]-|=@#,345725.0,2024-03-11 22:51:43,16639
6615,THETA,2.484722,6216937.4483,21664296.86553,~::[.]-|=@#,646360.0,2024-03-11 22:51:43,16640
6616,INJ,1.591237,4302952.1012,11149967.6877,__~[.]_|*~:,441432.0,2024-03-11 22:51:43,16641
6617,BONK,1.029278,7760304.243114,15747816.827455,__~[.]_|*~:,597629.0,2024-03-11 22:51:43,16642
6618,BCH,-0.628383,44180001.5306,16418053.91067,.~[.]^|=!^-,942574.0,2024-03-11 22:51:43,16643
6619,BTC,163.257451,4956951.474408,814216213.026103,@!#[.]?|=._,405878.0,2024-03-11 23:22:34,16644
6620,CELO,56.543818,1293650.0776,74441565.129759,@!#[.]?|=._,452761.0,2024-03-11 23:22:34,16645
6621,SOL,24.779828,6399761.8212,164984757.06279,@!#[.]?|=._,313218.0,2024-03-11 23:22:34,16646
6622,LTC,19.813334,2005056.1716,41731903.943748,@!#[.]?|=._,340033.0,2024-03-11 23:22:34,16647
6623,FTM,19.315709,1285532.2138,26116498.66203,@!#[.]?|=._,379159.0,2024-03-11 23:22:34,16648
6624,DOGE,18.099168,3191631.28179,60957501.128667,@!#[.]?|=._,423086.0,2024-03-11 23:22:34,16649
6625,DREP,15.487003,1469883.2278,24233968.81881,@!#[.]?|=._,676879.0,2024-03-11 23:22:34,16650
6626,DOT,12.553874,1680165.8445,22772755.674369,@!#[.]?|=._,323983.0,2024-03-11 23:22:34,16651
6627,FIL,11.10994,2406517.94003,29142788.102826,@!#[.]?|=._,449260.0,2024-03-11 23:22:34,16652
6628,POWR,11.078545,1002648.0527,12110529.47361,@!#[.]?|=._,427026.0,2024-03-11 23:22:34,16653
6629,MINA,8.064742,1929399.26442,17489506.014339,~_~^[.]^|!~,668234.0,2024-03-11 23:22:34,16654
6630,GLMR,6.17685,2223922.10798,15960754.393308,!*!*[.]-|:~,711499.0,2024-03-11 23:22:34,16655
6631,SYS,5.888605,1531348.7874,10548857.13645,~*![.]?|--*,549244.0,2024-03-11 23:22:34,16656
6632,MATIC,5.766947,2758907.99123,18669385.456425,~*![.]?|--*,493297.0,2024-03-11 23:22:34,16657
6633,RONIN,5.52317,1757405.18263,11463852.221034,~*![.]?|--*,429405.0,2024-03-11 23:22:34,16658
6634,PYTH,4.354789,2747560.25009,14712605.440077,-:-:[.]^|[],608880.0,2024-03-11 23:22:34,16659
6635,METIS,4.298222,3046142.24632,16139137.56333,-:-:[.]^|[],663661.0,2024-03-11 23:22:34,16660
6636,PDA,3.960941,2018202.13737,10012181.627226,:*:*[.]-|~:,452662.0,2024-03-11 23:22:34,16661
6637,ADA,3.892134,3713015.54263,18164570.235267,:*:*[.]-|~:,425149.0,2024-03-11 23:22:34,16662
6638,SHIB,2.990791,16574840.729181,66146718.752355,~::[.]-|=@#,524203.0,2024-03-11 23:22:34,16663
6639,STRK,2.728661,7638333.19786,28480755.394554,~::[.]-|=@#,343352.0,2024-03-11 23:22:34,16664
6640,THETA,2.300082,6169892.9782,20361149.8083,~::[.]-|=@#,635372.0,2024-03-11 23:22:34,16665
6641,BONK,0.816138,7902649.154305,14352302.524669,__@[.]-|=.~,599831.0,2024-03-11 23:22:34,16666
6642,BCH,-0.670031,44387382.6441,14646469.99497,.~[.]^|=!^-,928568.0,2024-03-11 23:22:34,16667
6643,BTC,326.085291,2519117.593664,823966310.233154,@!#[.]?|=._,383141.0,2024-03-11 23:53:19,16668
6644,CELO,55.090164,1374509.54199,77096465.570241,@!#[.]?|=._,495501.0,2024-03-11 23:53:19,16669
6645,RUNE,26.701782,1019058.2714,28229730.30102,@!#[.]?|=._,419186.0,2024-03-11 23:53:19,16670
6646,AVAX,22.212596,3889581.253,90287279.80581,@!#[.]?|=._,334576.0,2024-03-11 23:53:19,16671
6647,DOGE,18.320452,3056124.87325,59045715.335403,@!#[.]?|=._,444371.0,2024-03-11 23:53:19,16672
6648,FTM,18.183046,1199745.3215,23014770.14574,@!#[.]?|=._,388327.0,2024-03-11 23:53:19,16673
6649,SOL,15.348704,9811041.7018,160397816.75844,@!#[.]?|=._,409059.0,2024-03-11 23:53:19,16674
6650,MINA,11.256138,1389262.71743,17026995.048762,@!#[.]?|=._,598744.0,2024-03-11 23:53:19,16675
6651,FIL,10.997726,2469624.11529,29629873.742817,@!#[.]?|=._,459497.0,2024-03-11 23:53:19,16676
6652,GLMR,10.994293,1464308.85512,17563349.959248,@!#[.]?|=._,594585.0,2024-03-11 23:53:19,16677
6653,CHZ,10.45059,1113704.92386,12752578.174947,@!#[.]?|=._,422636.0,2024-03-11 23:53:19,16678
6654,POWR,9.15076,1106896.3747,11235839.26449,!~:[.]^|~!^,467211.0,2024-03-11 23:53:19,16679
6655,DOT,6.567422,3200202.62833,24217284.08151,!*!*[.]-|:~,546149.0,2024-03-11 23:53:19,16680
6656,MATIC,6.373558,2570991.36818,18957353.441025,!*!*[.]-|:~,460884.0,2024-03-11 23:53:19,16681
6657,METIS,5.686048,2530874.43574,16921546.985595,~*![.]?|--*,646272.0,2024-03-11 23:53:19,16682
6658,SYS,5.496227,1614562.186,10488563.18043,~*![.]?|--*,589343.0,2024-03-11 23:53:19,16683
6659,PYTH,5.246383,2105624.37006,13152536.958999,~*![.]?|--*,530794.0,2024-03-11 23:53:19,16684
6660,ADA,5.0239,3426380.11961,20640170.846472,~*![.]?|--*,427133.0,2024-03-11 23:53:19,16685
6661,SHIB,3.397942,14477092.780231,63669414.22812,:*:*[.]-|~:,471707.0,2024-03-11 23:53:19,16686
6662,STRK,2.76541,7201489.28132,27116562.36645,~::[.]-|=@#,326304.0,2024-03-11 23:53:19,16687
6663,THETA,1.922616,6364946.4636,18602293.52565,__~[.]_|*~:,674400.0,2024-03-11 23:53:19,16688
6664,INJ,0.795836,6265115.883112,11251119.2481,__@[.]-|=.~,576354.0,2024-03-11 23:53:19,16689
6665,BONK,0.674411,8120154.663805,13596480.05078,__@[.]-|=.~,606391.0,2024-03-11 23:53:19,16690
6666,BCH,-0.6533,44705306.418,15499325.90754,.~[.]^|=!^-,929788.0,2024-03-11 23:53:19,16691
6667,BTC,378.253424,2348676.300732,890743529.136749,@!#[.]?|=._,362145.0,2024-03-12 00:24:04,16692
6668,CELO,38.729166,1918736.23967,76229789.890188,@!#[.]?|=._,572081.0,2024-03-12 00:24:04,16693
6669,XRP,31.335884,9175058.3568,296683618.46415,@!#[.]?|=._,505953.0,2024-03-12 00:24:04,16694
6670,RUNE,26.496649,1141688.9596,31392620.27745,@!#[.]?|=._,472627.0,2024-03-12 00:24:04,16695
6671,DREP,15.324445,1426443.4006,23285896.85217,@!#[.]?|=._,686443.0,2024-03-12 00:24:04,16696
6672,FTM,14.430209,1338203.7622,20648763.07425,@!#[.]?|=._,421305.0,2024-03-12 00:24:04,16697
